id,url,event_text,title
115,https://www.eu-startups.com/2021/08/london-based-karshare-secures-e3-54-million-to-expand-with-its-car-sharing-solution-across-the-uk/,"Karshare, the London-based car-sharing startup, has just closed a €3.54 million pre-series A round. In addition to existing strategic investors Fullbrook Thorpe, Adjuvo Syndicate and other angel investors, Karshare is delighted to announce a significant investment by Saracens Football Rugby Club owner Nigel Wray.

Founded in 2020, Karshare is an innovative car sharing platform aimed solely at serving communities within their neighbourhoods and at airport locations. The startup enables those with cars to share theirs, and those without to quickly and easily rent one from someone nearby.",London-based Karshare secures €3.54 million to expand with its car sharing solution across the UK | EU-Startups
121,https://www.fintechfutures.com/2019/05/card-issuing-platform-marqeta-goes-to-series-e-with-260m/,"Marqeta, the modern card issuing platform, has completed a $260 million Series E fundraise, led by Coatue Management.

This new funding values Marqeta at nearly $2 billion and will be used to accelerate the firm’s expansion plans, both domestically and in global markets.

“We are in the midst of a transformation in card issuing around the globe,” says Jason Gardner, founder and CEO of Marqeta. “When today’s innovators are in need of modern payment solutions, they aren’t turning to banks as their primary issuers anymore and want a platform built for their needs.”",Card issuing platform Marqeta goes to Series E with $260m - FinTech Futures
201,https://techcrunch.com/2019/07/09/staffbase/,"Staffbase, a mobile-first platform that enables employees to communicate, access work-related services and stay updated with company information, has raised $23 million in Series C funding.

The investment is led by Insight Partners, with participation from existing investors e.ventures, Capnamic Ventures, and Kizoo Technology Capital. It brings total raised by Staffbase to $35 million since it was founded in 2014.

Founded in Chemnitz, Germany, and now with more than 200 employees across 7 locations, including a HQ in New York, Staffbase is an app and platform designed to wean employees off email for a range of communication, information and internal company processes. It initially targeted distributed and mobile workforces but has since broadened out to include desktop support, too.","Staffbase, the mobile-first employee communication and ‘experience’ platform, raises $23M Series C"
254,https://www.plotbox.io/news/plotbox-announces-capital-investment-success?utm_content=250862949&utm_medium=social&utm_source=twitter&hss_channel=tw-2851014718,"31st May, 2023 -- PlotBox, the leading software solutions provider to cemeteries and crematoria, has announced a £5m capital investment led by Guinness Ventures, with some existing investors, including Edinburgh based firm Par Equity, also participating in the round.Headquartered in Northern Ireland with offices in the United States and Australia, PlotBox has grown over the last decade from multi-award-winning startup, to become the leading digital transformation partner of choice for deathcare service providers across the globe.Founded in 2014 by husband and wife team Sean and Leona McAllister, PlotBox has pioneered the integration of high-resolution drone mapping imagery, geographical information systems, cloud-based software, and cemetery records - innovations that facilitate cemeteries and crematoria to operate to world-class standards.The new funding will support PlotBox’s strategy for global growth and expansion, enabling its continued development of best-in-class products and services that will help to revolutionise the way deathcare facilities both operate and grow.PlotBox CEO, Sean McAllister said:",PlotBox announces capital investment success
300,https://ecommercenews.eu/hokodo-raises-over-e10-million-to-scale-across-europe/,"Hokodo, a B2B buy-now-pay-later provider, has raised 12.5 million dollars (10.28 million euros) in a Series A round. The London-based fintech startup will use this money to extend its services across Europe.

The funding round is led by Mosaic Ventures, with participation from Notion Capital and angel investors including Taavet Hinrikus (founder TransferWise), Thijn Lamers (former EVP, Global Sales of Adyen), Max Bittner (CEO Vestiaire Collective and founder Lazada) and Rich Laxer (ex-CEO GE Capital).",Hokodo raises over €10 million to scale across Europe    
306,https://techcrunch.com/2020/01/21/more-funding-stashed/,"Stasher, the luggage storage app for travelers, has raised $2.5 million in additional funding. Leading the round is VentureFriends, along with various angels, including Johan Svanstrom, former president of Expedia-owned Hotels.com.

Launched in 2015, and now calling itself a “sharing economy solution” to luggage storage, the Stasher marketplace and app connects travelers, event attendees and vacation rental guests with local shops and hotels that can store their luggage on a short to medium-term basis.","Stasher, the luggage storage app for travelers, raises $2.5M additional funding | TechCrunch"
336,https://www.insider.co.uk/news/digital-marketing-agency-expands-2-18967192,"Edinburgh-based digital marketing consultancy QueryClick is to embark on an expansion drive following a £2 million investment led by Scottish business angel group Archangels and the Scottish Investment Bank.

QueryClick aims to transform how advertisers do their digital marketing through a machine-learning based tool that enables businesses to precisely allocate their investments in different marketing channels.

While attribution systems have long been available, QueryClick says that its Corvidae software reveals up to 334% more data for attribution than market-leading competitors thus ensuring a better return on investment.",Digital marketing agency expands with £2 million investment - Business Insider
360,https://www.ibtimes.co.uk/ebury-raises-83m-vitruvian-partners-83-north-1529250,"London-based fintech startup Ebury has sold stakes to the private equity firm Vitruvian Partners and existing investor 83North, an Israel- and UK-based venture capital group. The company raised $83m (£54.6m,€78m) in this funding round taking the total investment it has received to over $110m.

Founded in 2009, Ebury has 10,000 corporate clients and employs 300 people worldwide. Operating across the UK, the Netherlands and Spain, it provides an array of online services -- money collection, money transfer and currency hedging, among others -- to small- and medium-sized businesses that trade internationally.",Ebury raises $83m from Vitruvian Partners and 83North
363,https://tech.eu/2022/01/18/uks-vertical-future-harvests-21-million-in-series-a-round/,"Hailed at the largest Series A round to ever reach European shores in the controlled environment agriculture space, southeast London’s Vertical Future has raised £21 million in a Series A round. The funds will be used to move along the deployment of Vertical Future’s farms, integrate specific manufacturing capabilities,, and bolster the team numbers, with a headcount of over 60 expected by the end of Q2 2022. To date, Vertical Future has grown £26.1 million.",UK’s Vertical Future harvests £21 million in Series A round
364,https://realbusiness.co.uk/investor-farming-tech-funding,"Environmental funding group, Earthworm, has provided a follow-up investment of £1.1m for London food technology business,?Vertical Future.

Verticle Future, which was founded in?Deptford, (South-East London), by owner Jaime Burrows aims to?produce sustainable, pesticide-free produce for the food sector.

In addition to this, the company aims to expand vertical farming across Britain.

This style of agriculture uses automation-driven solutions for coping with economic shocks, including those associated with climate change and rapid change in the population. When designed correctly, they are set up for full automation, reducing reliance on otherwise labour-intensive activities and systems.",Environmental funding group place ?1.1m in London food tech business
366,https://syncni.com/article/10981/ni-deathtech-solutions-provider-plot-box-announces-capital-investment-success,"PlotBox, the leading software solutions provider to cemeteries and crematoria, has announced a £5m capital investment led by Guinness Ventures, with some existing investors, including Edinburgh-based firm Par Equity, also participating in the round.

Headquartered in Northern Ireland with offices in the United States and Australia, PlotBox has grown over the last decade from multi-award-winning startup, to become the leading digital transformation partner of choice for deathcare service providers across the globe.",Sync NI - NI Deathtech Solutions Provider PlotBox Announces Capital Investment Success
371,https://www.uktech.news/news/fuel-ventures-announces-third-round-funding-20181211,"Following four years of investment in more than 20 exciting new companies, London-based early-stage investment fund Fuel Ventures has announced a successful third round of funding, raising £20 million.

This round will provide the basis for strategically scaling and entering markets in China, the Middle East and Europe.

Fuel Ventures was founded by Mark Pearson, best known for founding several high-profile online ventures including the MyVoucherCodes online discount platform.",Fuel Ventures announces third round of funding - UKTN | UK Tech News
372,https://www.deepbridgecapital.com/news/ps2-million-funding-secured-headbox,"One of Deepbridge's Technology Growth EIS Companies HeadBox, has finalised a £2 million fundraise led by Deepbridge Capital. This round has taken the total funding to £13.2 million.

This funding will help HeadBox to accelerate out of the pandemic, fuelling its previous 100 percent year-on-year growth and witness profitability. Deepbridge Capital's funding for HeadBox was provided via the Deepbridge Technology Growth EIS fund.

Adrian Neilan, COO and Investment Director at Deepbridge Capital commented: “We have been impressed by the HeadBox management team, their business model, their market-leading software products, Lead Feed and Smart Book, and their strong, growing customer base. We believe the company, with our capital and support, has significant growth potential as it continues to disrupt the events sector. It is innovative and growth-focused companies, like HeadBox, which the Enterprise Investment Scheme is designed to support.”",£2 Million Funding Secured for HeadBox | Deepbridge
385,https://www.uktech.news/deep-tech/cambridge-innovation-capital-fund-deeptech-20220425,"VC firm Cambridge Innovation Capital has raised £225m for its second fund to invest in deeptech and life science startups based in Cambridge.

The fund will mainly invest in startups at the seed and Series A stage. A typical investment will be as much as £5m, with £15m reserved for follow on fundraising.

It brings Cambridge Innovation Capital’s assets under management to $1bn. Founded in 2013, the venture firm is the preferred investment partner of the University of Cambridge.",Cambridge VC raises £225m fund to back deeptech startups
398,https://www.digit.fyi/earth-blox-to-push-growth-with-1-5m-funding/,"Scottish tech firm Earth Blox will push forward with plans to expand its global reach and develop its no-code Earth observation (EO) cloud-based SaaS thanks to £1.5 million in funding.

The company’s services help users create customised insights from satellite and geospatial data. While harnessing satellite imaging data normally requires technical coding capabilities, Earth Blox’s platform offers simplifies this by combining access to Google Earth Engine’s petabytes of planetary scale data with a ‘drag and drop’ interface.",Earth Blox to push growth with £1.5m funding
401,https://tech.eu/2020/10/22/silverflow-seed-funding,"Silverflow, a Dutch fintech startup that will launch early next year, has announced a €2.6 million seed funding round led by UK-based Crane Venture Partners. Other backers include INKEF Capital and angel investors from Pay.On, First Data, Booking.com and Adyen. With this seed round, Silverflow has now raised a total of €3 million.

The business’ aim is to build a cloud platform for global payment processing that connects directly with the card networks. The platform is designed for payment service processors (PSPs), acquirers and global top-market merchants that see between €500 million and €10 billion in annual transactions. As of now, such customers need to manage a complex network of acquirers across markets and maintain dozens of bank and card network connections, says Silverflow.","Adyen alums get €3 million to launch Silverflow, a cloud-native card payments platform - Tech.eu"
417,https://m.mondovisione.com/media-and-resources/news/transficc-secures-strategic-investment-from-illuminate-financial-and-main-incuba/,"TransFICC, the specialist provider of low-latency connectivity for fixed income and derivative markets, has secured €1 million in early stage investment from capital markets specialists, Illuminate Financial and Frankfurt based early stage investor in FinTech, Main Incubator.

TransFICC  provides  banks  and  asset  managers  with  an  alternative  to  maintaining  connectivity  to multiple e-Trading venues, offering a unified low-latency, robust and scalable API. TransFICC enables financial institutions to access their required eTrading venues, while streamlining technology requirements and reducing operational costs. Its co-location or cloud-based hosting technology also supports  microsecond  timestamping  of data,  helping  to provide  an audit  trail  for best  execution requirements.","TransFICC Secures Strategic Investment From Illuminate Financial And Main Incubator To Address   Fragmentation In Fixed Income Markets - Joint Investment In Capital Markets FinTech Firm Is Designed To Address Industry Challenges Of Market Fragmentation, Speed Of Market Data Updates And Increased Regulation  "
418,https://www.funeralvision.org/plotbox-announces-6-2-million-infusion-of-capital-from-investors/,"PlotBox, a leading software solutions provider to cemeteries and crematoria, has announced a £5m capital investment, or about $6.2 million, led by Guinness Ventures, with some existing investors, including Edinburgh based firm Par Equity, also participating in the round.

Headquartered in Northern Ireland with offices in the United States and Australia, PlotBox has grown over the last decade from multi-award-winning startup, to become a leading digital transformation partner for death-care service providers across the globe.",PlotBox Announces $6.2 Million Infusion of Capital from Investors - FuneralVision.Org
423,https://foundersguide.com/bizsnippets/syndicateroom-raises-4-5m-series-a/,"SyndicateRoom announced the raising of $4.5 million from a number of angel investors. The round was led by Jonathan Milner, Abcam’s founder. The largest investor for the round was Unicorn AIM VCT, putting down at least $1.4 million. The company utilized its own platform to raise the money, but managed to overshoot its target.

The goal initially was the raising of $3.35 million at a $36.5 million valuation. However, the company managed to smash through that goal in under ten hours. This accomplishment broke the previous company record, which saw the raising of $1.75 million in just 33 hours. The company aims to use the funds to help support others from the idea stage all the way to IPO.",SyndicateRoom Raises $4.5M Series A | Founder's Guide
428,https://www.verticalfarmdaily.com/article/9391522/vertical-future-raises-ps21-million-to-stabilize-production-in-the-uk/,"Vertical Future, a London-based agtech and vertical farm, raised £21 million ($29 million) in funding which will be used to increase farm production, technology efforts and construct more farms. However, the main objective really is to first stabilize production in the UK. This is very much emphasized as the core strategy, with money spending focused on the UK, at this point.",Vertical Future raises £21 million to stabilize production in the UK
440,https://techcrunch.com/2017/01/03/monese-series-a/,"Monese, the London-based fintech startup that offers a mobile banking app for immigrants and expats who might otherwise find it difficult to open a bank account outside of their originating country, has raised $10 million in Series A funding.

The company plans to use the new capital to launch a Euro account, thus bringing its service to customers in European markets other than just the U.K., as well as roll out new functionality such as direct debit and credit services. This will bring the Monese app even closer to a fully fledged current account offered by a traditional bank.",Monese raises $10M Series A for its banking app targeting immigrants and expats
444,https://pressreleases.responsesource.com/news/91919/arkivum-secures-funding-of-3-million-to-propel-expansion/,"London – 7th November 2016. Arkivum, a leading provider of long-term data safeguarding and data usability solutions, today announced that it has successfully completed a £3 million funding round.

Having earned the trust of over 100 clients, the capital raised will fuel the company’s continued expansion into sectors such as healthcare, life sciences and financial services. The funding will also enable further enhancements of Arkivum’s offering for optimising the long-term value of digital assets and records.",Arkivum secures funding of £3 million to propel expansion 
451,https://techcrunch.com/2019/11/04/ebury-santander/,"As the UK continues on its slow march to leave the European Union, a London-based startup that enables companies to work internationally has raised a huge round of funding from a strategic backer to expand its business. Ebury, which provides foreign exchange, money transfer and other currency services to small and medium businesses and their banking partners, has picked up £350 million (about €400 million, or $452 million) led by Spanish banking giant Santander. With the deal, Madrid-based Santander will become a majority shareholder at 50.1% but notes that Ebury will continue to operate as an independent entity.","Ebury nabs £350M for foreign exchange and currency services for SMEs, Santander takes 50.1% stake | TechCrunch"
461,https://news.crunchbase.com/venture/designing-better-drugs-atomwise-lands-123m-to-advance-ai-drug-discovery/,"Atomwise, which is using artificial intelligence for small molecule drug discovery, received a cash infusion of $123 million in an oversubscribed Series B financing.

San Francisco-based Atomwise touts being the creator of the first convolutional neural networks, or visual imagery, using AI technology for drug discovery, a market estimated to reach $40 billion in value by 2027, according to Fior Markets research.",Designing Better Drugs: Atomwise Lands $123M To Advance AI Drug Discovery
462,https://techcrunch.com/2020/10/13/edge-computing-startup-edgify-secures-6-5m-seed-from-octopus-mangrove-and-semiconductor/,"Edgify, which builds AI for edge computing, has secured a $6.5 million seed funding round backed by Octopus Ventures, Mangrove Capital Partners and an unnamed semiconductor giant. The name was not released but TechCrunch understands it may be Intel Corp. or Qualcomm Inc.

Edgify’s technology allows “edge devices” (devices at the edge of the internet) to interpret vast amounts of data, train an AI model locally and then share that learning across its network of similar devices. This then trains all the other devices in anything from computer vision, NLP, voice recognition or any other form of AI.","Edge computing startup Edgify secures $6.5M seed from Octopus, Mangrove and semiconductor | TechCrunch"
470,https://www.wsj.com/articles/atomwise-raises-123-million-for-ai-based-drug-discovery-11597189525,"Atomwise Inc., which uses artificial intelligence to help academic and commercial scientists discover new medicines, has raised $123 million to expand and build its own pipeline of experimental drugs.

Based in San Francisco, Atomwise is one of several startups seeking to use AI to speed drug development and uncover medicines that would be difficult to discover through other means. Others include Deep Genomics Inc., which in January said it had raised $40 million to develop treatments for conditions such as the rare disorder...","
      Atomwise Raises $123 Million for AI-Based Drug Discovery
    "
508,https://www.fstech.co.uk/fst/regtech_steeleye_raises_funds_to_fuel_growth.php,"RegTech startup SteelEye has raised £5.7 million in its latest funding round, led by Illuminate Financial.

The London-based startup, launched in October last year, uses cloud-based technology to help clients solve compliance challenges created by EU and UK regulation, including MiFID II, MAR, EMIR, Dodd Frank and other international regulatory obligations.

The firm said it had secured a £2.9 million fundraising extension led by markets venture capital firm Illuminate Financial, bring its total seed funding round to £5.7 million.",RegTech SteelEye raises £5.7m to fuel growth - FStech Financial Sector Technology
529,https://www.cityam.com/augmentum-fintech-raises-28m-in-oversubscribed-placing/?utm_source=dlvr.it&utm_medium=twitter,"Listed venture capital firm Augmentum Fintech hit its £28m fundraising target through an oversubscribed share placing launched this week.

The firm said demand from both existing and new investors exceeded the maximum issue and applications have been scaled back accordingly.

Augmentum Fintech raised £28m through the issue of 23.37m shares at 120 pence each.

The fund will use the proceeds to fund its pipeline and current portfolio firms, which include peer-to-peer lender Zopa and fintech Tide.",Augmentum Fintech raises £28m in oversubscribed placing
540,https://techcrunch.com/2012/09/26/mimecast-raises-62m-for-microsoft-exchange-and-office-365-cloud-based-email-management-system/,"Mimecast, a startup that offers a email archiving, continuity, and security software for Microsoft Exchange and Office 365, has raised $62.15 million in Series C funding led by private equity firm, Insight Venture Partners, with existing investor Dawn Capital also participating. This brings Mimecast’s total funding to over $80 million.

Founded in the UK in 2003 by Peter Bauer and Neil Murray, Mimecast’s cloud based platform extends the capabilities of Microsoft’s email systems by integrating additional storage, archiving, and spam/virus protection. Mimecast’s integrated security settings that the user can configure on a ‘per-email’ basis before pressing send, and real time archive search.",Mimecast Raises $62M For Microsoft Exchange And Office 365 Cloud-Based Email Management System | TechCrunch
551,https://www.geektime.com/israeli-startup-raised-2m-to-make-this-article-load-faster/,"Web page loading time can be a sore spot for many content and commercial websites. This often leads to bad user experience, high bounce rate, and soon will harm a site’s Google rating. Zaraz, an Israeli startup that has developed a system based on a single line of code to help boost page performance, closed a $2 million Seed funding round. The investment was led by PICO Venture Partners, with participation from Y Combinator, Twitch co-founder Kevin Lin, F2 Capital, and Stormbreaker VC.",Israeli startup raised $2M to make this article load faster
555,https://www.zdnet.com/article/cowbell-cyber-raises-20-million-aims-to-build-out-its-ai-drive-cyber-insurance-platform/,"Cowbell Cyber, an AI-driven cyber insurance provider for small and medium enterprises, said it raised $20 million in Series A funding to expand its underwriting ability.

The Cowbell Cyber funding comes a day after Corvus Insurance raised $100 million. The upshot here is that startups are looking to expand cyber insurance using data science against incumbent providers. The market for cyber insurance is likely to expand given that security incidents aren't exactly going away.","Cowbell Cyber raises $20 million, aims to build out its AI-drive cyber insurance platform | ZDNET"
560,https://www.citybiz.co/sorcero-raises-10m-in-series-a/?abkw=citybizwashington,"Sorcero, a Washington, DC- and Cambridge, MA-based medical and technical Language Intelligence (LI) company, raised $10M in Series A funding.

The round, which brought total funding to $15.7m, was led by City Rock Ventures Partners and Harmonix Fund with participation from Rackhouse, Mighty Capital and Leawood VC, Castor Ventures and Worldquant Ventures.

The company intends to use the funds to serve more customers and expand the domain expertise of the team.",Sorcero Raises $10M in Series A | citybiz
563,https://www.fintechfutures.com/2021/03/zopa-raises-20m-from-internal-funding-round/,"UK fintech Zopa has raised £20 million from an internal funding round featuring existing investors.

The round was led by IAG Silverstripe, with participation from Augmentum, Alternative Credit Investments, and Venture Founders.

It arrives nine months after Zopa gained its full bank licence and launched fixed term savings accounts.

Zopa has accrued £250 million in deposits and become a “top ten” credit card issuer in the UK.",UK challenger bank Zopa raises £20m from internal funding round
593,https://www.finsmes.com/2020/11/unlearn-ai-raises-3m-series-a-extension-funding.html,"Unlearn, a San Francisco, CA-based developer of a machine-learning platform that creates Digital Twins used to populate Intelligent Control Arms in clinical studies, raised an approx. $3m Series A extension funding round.

Backers included Eisai, Epic Ventures and Alumni Ventures Group.

In April 2020, Unlearn announced a $12m Series A financing led by 8VC with participation from DCVC, DCVC Bio and Mubadala Capital Ventures. The extension brings the Series A total to $15m.",Unlearn.AI Raises $3M Series A Extension Funding - FinSMEs
614,https://www.level39.co/psd2-firm-truelayer-closes-3m-series-funding/,"Level39 member and PSD2 pioneers TrueLayer have announced a  $3m series A fundraising round led by Anthemis Group.

As an API platform, TrueLayer allows developers an easy way to access the bank data they need to build financial apps and services – significant now as under EU directive governments must push the PSD2 regulation into effect.

Since its private beta lunch in February, TrueLayer has attracted hundreds of developers – the funding will be used to help the company expand its team and increase coverage of banks before moving the API into general availability this year.",PSD2 firm TrueLayer closes $3m series A funding - Level39
616,https://techcrunch.com/2021/11/10/intel-samsung-and-porsche-among-investors-in-trieyes-74m-funding-round/?tpcc=tcplustwitter,"Israeli startup TriEye has raised $74 million to commercialize a type of sensing technology that can be used to help autonomous and driver assistance systems to see better in adverse conditions.

The technology uses short-wave infrared (SWIR), which refers to a wavelength range that is outside the visible spectrum. While SWIR sensing is not new, it has mostly been restricted to the aerospace and defense industries due to its high cost. TriEye says it has made engineering breakthroughs that have driven down the cost enough to compete with regular cameras that can be found in a mobile phone or vehicle today, and to outperform other types of sensors on the market.","Intel, Samsung and Porsche among investors in TriEye's $74M funding round | TechCrunch"
639,https://www.uktech.news/ai/nucleome-therapeutics-series-a-20221020,"Biotech startup Nucleome Therapeutics has raised £37.5m in an oversubscribed Series A round to discover new medicines by decoding the human genome.

The investment will be spent on Nucleome’s autoimmune disease programmes alongside further research and development.

Dr Danuta Jeziorska, CEO and co-founder of Nucleome Therapeutics, said: “We have already made significant progress by mapping genes to genetics in a number of human immune cell types and discovering the first wave of potential first-in-class autoimmune disease targets”",Startup using machine learning to find new medicines raises £38m
661,https://angoka.io/angoka-secures-2-4m-investment-for-next-stage-growth-plans/,"Belfast based cyber security provider ANGOKA has announced the completion of a £2.4M funding round to accelerate growth plans in the aviation and road transport sectors.

The funding round introduces London-based 24Haymarket as lead investor joined by GALLOS and new institutional investment from Co-Investment Fund (NI) through Clarendon Fund Managers. The firm will use the investment to fuel international growth plans, accelerate the design and delivery of bespoke cyber security programmes, and to develop the ANGOKA team. ANGOKA Chairman Steve Berry says the new investment is well timed.",ANGOKA SECURES £2.4M INVESTMENT FOR NEXT STAGE GROWTH PLANS | ANGOKA
