id,url,event_text,title
826,https://www.finsmes.com/2023/07/sylvera-raises-57m-in-series-b-funding.html,"Sylvera, a London, UK-based carbon credit ratings company, raised $57m in Series B funding.

The round was led by Balderton Capital, with participation from Fidelity Strategic Ventures, and 9Yards Capital, as well as existing backers Index Ventures, Insight Partners, Bain & Company, Salesforce Ventures, Speedinvest, Seedcamp, and LocalGlobe.

The company, which has raised a total of $95.5m, intends to use the funds to scale its teams and product offerings, expand into the US, double down on technology leadership to produce data to support investment in climate action.",Sylvera Raises $57M in Series B Funding
830,https://siliconcanals.com/crowdfunding/illuminate-financial-215m-fund/,"London-based Illuminate Financial, a venture capital firm backing companies that solve problems in financial services, announced on Wednesday that it has closed its third fund at $235M (approximately €215.21M).

The funds came from two additional strategic partners, BNY Mellon and Euroclear, who join global financial institutions J.P Morgan, S&P Global, Jefferies, Deutsche Börse Group, Barclays, Citi, and SGX as investors.

“Global spending on technology by financial institutions continues to grow, even in this market, and is forecasted to reach a staggering $750B by 2025,” says Alexander Ross, General Partner who leads Illuminate’s New York office.",UK-based fintech VC firm Illuminate Financial closes third fund at €215.2M: Know more
835,https://techcrunch.com/2023/09/11/open-cosmos-a-uk-satellite-startup-focused-on-sustainability-raises-50m/,"Satellites have come into focus as a critical way — and sometimes the only way — to deliver communications and receive data about certain locations around the world, a power position that can be heroic but also ripe for abuse, and that’s before considering how their presence contributes to the growing problem of space debris.

Now, U.K. startup Open Cosmos, which is building what it describes as “sustainable” low-earth orbit satellites and an end-to-end system for managing the data gathered through them, has raised $50 million aimed at making access more democratized through a platform it has built that lets multiple organizations use single satellites, or more typically a constellation of satellites, and (if they choose) share the data they collect with each other.","Open Cosmos, a UK satellite startup focused on sustainability, raises $50M"
837,https://finance.yahoo.com/news/industry-ventures-raises-over-1-110000906.html,"SAN FRANCISCO, September 27, 2023--(BUSINESS WIRE)--Industry Ventures, a leading investment firm focused on private technology investments, announced today the final closing of Industry Ventures Secondary X (the ""Secondary Fund"" or ""Secondary X"") with over $1.45 billion of new commitments. In addition, the firm closed Industry Ventures Tech Buyout II (the ""Tech Buyout Fund"" or ""Tech Buyout II"") with over $260 million of new capital commitments across the Fund and affiliated entities. Consistent with the strategy of prior funds, Secondary X will seek minority investments in leading later-stage venture-backed companies through flexible investment structures, including direct secondaries, secondary LP investments, continuation funds, and other special situations. Tech Buyout II is a hybrid fund focusing on small software company buyouts and emerging software buyout funds. The close of Secondary X and Tech Buyout II comes during a time of burgeoning market demand for investor liquidity. The two new funds bring the firm’s total committed capital under management to over $7 billion.",Industry Ventures Raises Over $1.7 Billion in Two New Funds to Help Venture Capital Investors Generate Liquidity
857,https://www.thehindubusinessline.com/money-and-banking/insurancedekho-raises-60-million-in-series-b-funding/article67404347.ece,"Insurtech start-up InsuranceDekho has raised $60 million in its ongoing Series B funding round.

The latest capital infusion is a mix of equity and debt and has onboarded new investors, including Japanese giant Mitsubishi UFJ Financial Group, Inc. (MUFG), the insurer BNP Paribas Cardif, through its insurtech fund managed by European investment major Eurazeo, the India-focused Beams Fintech Fund, and Yogesh Mahansaria Family Office.",InsuranceDekho raises $60 million in Series B funding
859,https://www.finsmes.com/2023/09/upslide-receives-investment-from-partech.html,"UpSlide, a Paris, France-based provider of productivity and brand compliance Software-as-a-Service (SaaS) solutions to the finance industry, received an investment from Partech.

Partech has acquired a 30% stake in the company. As part of the agreement, Partech’s Omri Benayoun, General Partner, and André François-Poncet, Partner, will join UpSlide’s board as non-executive directors.

The company intends to use the funds to strengthen its presence across key markets, particularly in the United States and APAC.",UpSlide Receives Investment From Partech
870,https://www.eu-startups.com/2023/05/seedcamp-closes-its-ambitious-e166-million-fund-vi-doubling-the-size-of-previous-vehicle/,"Seedcamp, one of Europe’s leading early-stage funds, today announced the €166 million close of its heavily oversubscribed Fund VI to continue in its 15+ year track record of backing Europe’s most exceptional founders.

Seedcamp’s VI is almost double the size of Seedcamp V, making it by far the firm’s largest fund to date. It is also one of Europe’s largest funds closed by a female-founded firm.","Seedcamp closes its ambitious €166 million Fund VI, doubling the ..."
871,https://www.ai-cio.com/news/brookfield-raises-12b-for-private-equity-program/,"Canadian investment giant Brookfield Asset Management closed its Brookfield Capital Partners VI flagship global private equity program, raising $12 billion in what the firm termed its largest private equity fund.

“Our global deal pipeline remains robust during this current period of market dislocation, which is creating significant large-scale opportunities that suit our operationally intensive investment approach,” Anuj Ranjan, president of Brookfield’s private equity group, said in a release.",Brookfield Raises $12B for Private Equity Program | Chief ...
918,https://www.reuters.com/business/finance/goldman-sachs-raises-over-15-bln-secondary-private-equity-deals-2023-09-20/,"NEW YORK, Sept 20 (Reuters) - Goldman Sachs' (GS.N) asset management arm said two funds have closed, raising more than $15 billion for funds that enable investors to make secondary investments in existing private equity (PE) deals.

Goldman Sachs Asset Management's ""Vintage IX"" fund raised $14.2 billion, exceeding its target of $12 billion, from institutional investors, wealthy clients and bank employees, it said in a statement on Wednesday.",Goldman Sachs raises over $15 billion for secondary private-equity ...
930,https://www.eastmidlandsbusinesslink.co.uk/mag/finance/leicester-based-firm-secures-eight-figure-package-to-support-expansion/,"Leicester-based Secure Retail has secured an eight-figure funding package from Shawbrook to help build its latest rental proposition and support further expansion in to Europe, following the opening of a new facility in Holland.

The rental proposition will allow key existing clients to rent Secure Retail’s hardware, enabling them to update their technology more frequently and provide Secure Retail with consistent, recurring revenue., the specialist provider of payments hardware and services for the retail, hospitality, transport, and unattended sectors has signalled further growth plans, with funding secured from Shawbrook.",Leicester-based firm secures eight-figure package to support ...
958,https://www.paymentsdive.com/press-release/20230328-pacto-closes-us4-million-seed-funding-to-grow-restaurant-point-of-sale-and/,"Pacto, a leading point of sale (POS) software and payments company based in Mexico City, announced today that it has raised US$4 million in seed funding led by DILA Capital, a Mexico-based venture capital firm.

The round also saw participation from US and Mexico funds FEMSA Ventures, 500 Global, August Hill, and new investors Polymath Ventures (Colombia), Grupo Fame (Mexico), Georgetown Angel Investor Network, and angel investors with deep restaurant and hospitality tech experience.",Pacto Closes US$4 Million Seed Funding To Grow Restaurant Point ...
963,https://www.prnewswire.com/news-releases/yurts-announces-16-million-in-series-a-funding-to-accelerate-growth-301931556.html,"SAN FRANCISCO, Sept. 19, 2023 /PRNewswire/ -- Yurts, the enterprise-ready Generative AI platform, today announced a $16 million Series A to support its acceleration into the market. The oversubscribed funding round was led by Nava Ventures, with additional investments from XYZ Ventures, Bloomberg Beta, Mango Capital, and Essence VC. Yurts will leverage the capital to continue to build its secure AI platform and expand its technology team. This announcement follows a strategic partnership Yurts announced earlier this year with Nvidia and Lambda Labs to bring the secure GenAI platform to the market.",YURTS ANNOUNCES $16 MILLION IN SERIES A FUNDING TO ...
965,https://www.insider.co.uk/news/dundee-cleantech-start-up-completes-31090417,"Heero Technologies, a Dundee-based software start-up, has completed a seed funding round worth £550,000.

The investment - the first tranche of which was completed in April - was led by The TRICAPITAL Syndicate and supported by Scottish Enterprise. Angel investment group Mint Ventures also participated in April.

The money will be used to help develop and scale its energy-efficiency app and website.

The Heero app is aimed at guiding homeowners through the entire retrofit journey, while streamlining the user experience, overcoming the multitude of barriers and complex guidance homeowners encounter when trying to reduce their energy bills.",Dundee cleantech start-up completes seed investment
967,https://finance.yahoo.com/news/sierra-space-increases-total-investment-120000784.html,"LOUISVILLE, Colo., September 26, 2023--(BUSINESS WIRE)--Sierra Space, a leading pureplay commercial space company building the first end-to-end business and technology platform in space with $3.4 billion in customer contracts, announced today it has closed a $290 million Series B funding round. The round brings the company’s total capital raised to $1.7 billion, the largest ever capital raise by a commercial space company over the combined Series A and B rounds. This latest milestone elevates Sierra Space’s valuation to $5.3 billion and reaffirms the company’s position as a leader in the new global space industry.","Sierra Space Increases Total Investment to a Record $1.7 Billion with $290M Series B Funding, Bringing Valuation to $5.3 Billion"
982,https://www.reuters.com/sustainability/climate-energy/electric-hydrogen-raises-380-mln-latest-funding-round-2023-10-03/,"Oct 3 (Reuters) - Hydrogen technology startup Electric Hydrogen (EH2) was valued at $1 billion after a financing round, a source familiar with the matter said on Tuesday.

Earlier on Tuesday, the company said it had raised $380 million in an oversubscribed series C financing round led by Fortescue, Fifth Wall and Energy Impact Partners.

The round also included investors BP Ventures, Oman Investment Authority, Temasek, Microsoft's (MSFT.O) Climate Innovation Fund and the United Airlines' Sustainable Flight Fund.",Electric Hydrogen valued at $1 bln after latest funding round - source
997,https://www.prnewswire.com/news-releases/scription-raises-2-5m-in-funding-led-by-markd-to-transform-commercial-and-industrial-equipment-maintenance-from-hourly-rates-to-insurance-backed-subscriptions-301949630.html,"TORONTO, Oct. 10, 2023 /PRNewswire/ -- Scription, a dynamic player in the field of commercial maintenance, has announced the closing of $2.5 million in funding. This significant investment marks a pivotal moment in addressing a critical challenge within the industry: the prevalence of equipment breakdowns repaired at hourly labor rates, creating disincentives for efficient repairs as maintenance companies often benefit financially from equipment failures.",Scription Raises $2.5M in Funding Led by Markd to Transform ...
1014,https://bits-chips.nl/artikel/mantispectra-bags-e4m-to-roll-out-sensor-chip-technology/,"Eindhoven-based Mantispectra has secured 4 million euros in funding to further the commercialization of its integrated photonics-based sensor technology. The spinoff from Eindhoven University of Technology has developed a spectral sensor chip, enabling portable and cost-effective material analysis equipment that can be used for composition measurements on the spot rather than in the lab. Applications include agrifood production processes, differentiating plastics and fibers in recycling facilities, process analytics for real-time control and adding new functionality to consumer devices.",Mantispectra bags €4M to roll out sensor chip technology – Bits&Chips
1016,https://finance.yahoo.com/news/pair-eyewear-announces-75m-series-133000198.html,"The first direct-to-consumer customizable eyewear brand aims to use its latest round of funds to expand its U.S.-based lens lab and in-house manufacturing as well as grow its customer base around the world.

NEW YORK, Oct. 10, 2023 /PRNewswire/ -- Pair Eyewear, the first direct-to-consumer customizable eyewear brand that is completely reimagining the eyewear industry, announced today that it has raised approximately $75 million in Series C funding. The latest funding round was led by Prysm Capital, with returning investors New Enterprise Associates (NEA), Javelin Venture Partners and continued support from famed NFL player Christian McCaffrey, who also contributed to the Series B raise. To-date, the company has raised $145 million in funding.",Pair Eyewear Announces $75M Series C Funding Round As It Touts Revenue Growth And Enhanced Automated U.S. Manufacturing
1026,https://www.privateequitywire.co.uk/sona-raises-usd7m-seed-round-led-gradient-ventures/,"Sona, the all-purpose ‘people operating system’ providing deskless workers with an easy-to-use platform for managing everything work-related, has raised a USD6.8 million seed round. The round was led by Google’s Gradient Ventures and comes just four months after the company’s pre-seed raise.

Created for industries that employ deskless shift-based staff – such as health and social care, retail, hospitality, and the voluntary sector – Sona lets employees access vital functions such as scheduling, shift allocations, attendance records, and one-to-one and one-to-many communication with a tap.",Sona raises a USD7m seed round led by Gradient Ventures ...
1036,https://techcrunch.com/2023/01/25/bmw-continues-its-love-affair-with-evs-backing-this-bulgarian-startups-13m-a-round/,"Electric vehicle charging management systems are usually end-to-end solutions for managing EV charging operations, billing, energy, drivers and even fleets. This means EV charging service providers can optimize the monetization of their operations.

A number of players have proliferated over the last few years. Driivz from Israel has raised $23.1 million in VC funding to date and was recently selected by Shell to run its charging and smart energy management platform. Greenflux from the Netherlands has pulled in €11 million. Then there’s ChargeLab (raised $20.4 million) out of Canada, Monta (€50 million) out of Denmark and EV Energy ($13.5 million) out of the U.K.","BMW iVentures continues its love affair with EVs, backing this Bulgarian startup’s $13M A round"
1038,https://venturebeat.com/programming-development/highlight-launches-full-stack-application-monitoring-platform-raises-8m/,"San Francisco-based Highlight, a startup looking to streamline web application observability for enterprises, today announced the public launch of its flagship product: An open-source monitoring platform that provides teams with a comprehensive look into the entire application stack and the problems associated with it in one place. The company also said it has raised $8 million in seed funding.

The investment has been led by Afore Capital and Craft Ventures, with participation from Y Combinator (W23), Neo, Day One Ventures, Worklife Ventures, Fuel Capital and prominent angels including Siqi Chen, Scott Banister, Sahil Bloom, Jordan Segall and Calvin French.","Highlight launches full-stack application monitoring platform, raises $8M"
1040,https://www.geplus.co.uk/news/cornish-lithium-raises-additional-5-1m-through-crowdfunding-05-10-2023/,"Cornish Lithium’s existing shareholders, as well as new retail shareholders, invested in the company during the crowdfunding round.

For the campaign, existing shareholders received priority access to the financing round that was hosted on startup crowdfunding platform Crowdcube.

The mining company's shareholders broke a record on the platform by investing £1M in just 27 minutes, Cornish Lithium has said.

It comes two months after the company received a landmark investment of £53.6M from the UK Infrastructure Bank, the Energy and Minerals Group and Tech Met. The major funding package was voted through at the company’s general meeting on 30 August.",Cornish Lithium raises extra £5.1M through crowdfunding
1044,https://siliconcanals.com/news/startups/german-saas-startup-howfm-gets-5m/,"Cologne-based how.fm, a digital workforce training platform, announced on Thursday that it has raised $5.4M (approximately €5M) in a seed round of funding led by Join Capital.

Kindred Capital, Capnamic Ventures, Christopher North (ex-Amazon UK CEO), Michael Wax (CEO of Berlin-based logistics service Forto), angel investor Francois Nuyts (Allegro CEO), and business angel Andrej Henkler also participated.

As part of the fundraising, Jan Borgstädt, Join Capital Partner, will join the how.fm board.",German SaaS startup how.fm secures €5M to digitise training for ...
1052,https://www.strath.ac.uk/whystrathclyde/news/2023/strathclydespacetechspininsecures29mfunding/,"University space technology spin in company Krucial has secured further funding of more than £2.9M as it continues to expand into international markets.

The latest investment in the company, which utilises space technology to provide digital solutions, was led by existing investor the Scottish National Investment Bank, joined by the University, Scottish Enterprise, and Dubai-based space and technology investor AzurX.

It takes the total amount raised by Krucial to date to more than £6M.",Strathclyde space tech spin in secures £2.9M funding
1055,https://www.finsmes.com/2023/08/beeoled-raises-eur13-3m-in-series-a-funding.html,"beeOLED, a Dresden, Germany-based deep-tech startup, raised EUR 13.3m in Series A funding.

The round was co-led by eCAPITAL and Innovation Industries with participation from KBC Focus Fund, as well as existing investors M Ventures (the corporate venture capital arm of Merck KGaA, Darmstadt, Germany), HTGF, TGFS, and JBN-Invest.

The company intends to use the funds to further develop its deep-blue emitter technology towards go-to-market-readiness.",beeOLED Raises EUR13.3M in Series A Funding
1057,https://www.thehindubusinessline.com/companies/jumbotail-raises-9-mn-debt-from-alteria-capital-innoven-capital/article66615920.ece,"B2B marketplace Jumbotail has raised ₹75 crore ($9 million) from Alteria Capital and Innoven Capital in a venture debt funding round.

Jumbotail plans to invest this fresh funding in building deep sourcing capabilities and AI-driven technologies to drive higher customer wallet share, grow its net revenues and achieve operational profitability in the next 12 months.

The company is targeting to expand its current retailer base of 250,000+ retailers across 50+ cities to about 400,000 retailers, and reach over 80 per cent of penetration of the addressable market in the next 12 months.","Jumbotail raises $9 mn debt from Alteria Capital, Innoven Capital"
1077,https://technode.global/2023/09/28/australian-ai-startup-neara-closes-24m-series-b-funding-from-prosus-ventures-and-others/,"Neara, an Australia-based infrastructure modeling platform, has closed $24 million Series B funding from Prosus Ventures and other investors.

In a statement on Wednesday, Neara announced a $10 million capital raise extension and a novel case study to double existing line capacity for renewable energy.

The round featured participation by Prosus Ventures and was supported by Neara’s existing investors, Skip Capital and Square Peg Capital.",Australian AI startup Neara closes $24M Series B funding from Prosus Ventures and others - TNGlobal
1087,https://www.eu-startups.com/2022/02/berlin-based-sharpist-raises-e20-million-to-provide-personalized-learning-for-every-employee/,"Founded in 2018, Sharpist is a people development solution focusing on 1:1 digital coaching sessions. The edtech startup has just announced the close of a €20 million Series A funding round for its vision to provide personalized learning for every employee worldwide.

The Series A was co-led by Endeit Capital and Capnamic with participation from selected business angels, including the former VP of Workplace at Meta Julien Codorniou, French venture studio Founders Future, and Porsche Ventures, the venture capital unit of Sharpist’s customer Porsche AG, and existing investors Vorwerk Ventures and btov Partners.",Berlin-based Sharpist raises €20 million to provide personalized ...
1099,https://sifted.eu/articles/dawn-capital-record-620m-fund-news,"Dawn Capital, the UK-based backer of iZettle and Tink, has raised a new $620m flagship fund — even amid a huge slump in funding for the B2B software sector.

The B2B software-focused VC, which has also closed an $80m follow-on fund, has doubled down on a sector that has seen funding dip from a record $18.5bn in 2022 to just $5.2bn so far this year, according to Dealroom, one of the biggest falls in the wider tech sector.",Dawn Capital raises record $620m flagship fund to back B2B ...
1101,https://techfundingnews.com/brite-payments-secure-60-million-investment-despite-the-fintech-slump/,"Brite Payments, the Swedish fintech that has become a leader in instant payments, has announced a $60 million funding round led by Dawn Capital, who previously backed fintech pioneers iZettle and Tink. The round, which was joined by Headline and existing investor Incore Invest, will support Brite as they expand into new markets and develop their product.

The investment is particularly notable against a backdrop of falling fintech investment. Research firm CB Insights reports that, globally, fintech investments fell by 48%, about $7.3 billion, in the second quarter of the year. However, payments have been a cornerstone of fintech, showing resilience in the funding downturn, and Brite Payments growth since being founded in 2019 has put it in a strong position, attracting investment with its successful business model.",Female-founded Brite Payments secures $60M investment despite the fintech slump — TFN
1102,https://tech.eu/2023/09/25/dawn-capital-raises-700m-for-b2b-software-fund-amidst-challenging-times/,"Despite challenging times for venture capital firms looking to reload the cannons, London’s Dawn Capital today announces the raise of $700 million; $620 million will be channeled to its dedicated early-sate B2B software fund, with $80 million allotted to a follow-on fund.

The firm’s primary $620 million vehicle, Dawn V, will support growing European B2B software firms with initial tickets ranging from $10 million to $40 million at Series A or Series B stages.",Dawn Capital raises $700M for B2B software fund amidst ...
1105,https://retailtechinnovationhub.com/home/2023/10/11/including-niryo-trinetix-and-centro-seven-retail-technology-funding-rounds-you-need-to-know-about,"3. Brite Payments

Brite Payments, a FinTech firm that leverages Open Banking technology to process account-to-account (A2A) payments in real-time between consumers and online merchants, has announced a $60 million funding round led by Dawn Capital and joined by Headline and existing investor Incore.

Brite will use the cash to accelerate its geographic expansion, strengthen its presence in existing markets, and invest further in product development.","Including Niryo, Trinetix, and Centro: seven retail technology funding ..."
1112,https://bits-chips.nl/artikel/imecs-on-chip-drug-monitoring-device-raises-e10m/,"Flemish life-sciences startup Axithra has raised 10 million euros in seed capital in an investment round led by Imec.xpand and Kurma partners. Recently spun off from Imec and Ghent University, Axithra combines semiconductor process and photonics knowledge to create an on-chip Raman spectrophotometer to measure drug concentrations in a patient’s blood. This will allow for optimal dosing: when administering insufficient doses, a drug loses effectiveness, while excessive doses may cause toxic, potentially fatal, side effects.",Imec's on-chip drug monitoring device raises €10M – Bits&Chips
1129,https://therecursive.com/top-10-biggest-funding-rounds-in-romania-h1-2023/,"At the midpoint of 2023, the Romanian innovation ecosystem has garnered two Series A’s, several early-stage rounds, and a few M&As, fuelled by a mix of international, regional, and local investors.

2023 debuted with a $10 million Series A by pet tech startup Digitail, led by UK -based investor Atomico. Mid-way, the largest Series A of 2023 was raised by enterprise software company Flowx.ai, with $35M from UK-based Dawn Capital, Romania-based investment platform SeedBlink, and others.",The Biggest Funding Rounds in Romania in H1 2023
1133,https://www.crowdfundinsider.com/2023/09/213358-lithuania-crowdfunding-platform-inrento-attracts-e15-million-in-investments/,"InRento, the Lithuanian crowdfunding startup recognized for its innovative investment technology, has garnered a commendable €15 million in investments in its initial years.

The platform, which specializes in real estate rental projects, boasts a flawless track record with no late or defaulted projects and an average annual return of 12.43%.

Gustas Germanavičius, the founder of InRento, commented, “While we might not dominate the competitive alternative investment market, we prioritize service quality. Our impeccable track record and thriving investor community attest to our commitment.”",Lithuania: Crowdfunding Platform InRento Attracts €15 Million In Investments | Crowdfund Insider
1144,https://tech.eu/2023/10/04/skype-founders-vc-firm-atomico-secures-1-1bn/,"European venture capital firm Atomico has raised $1.1 billion worth of new funding according to US regulatory filings – with $600 million earmarked for venture funding and a further $750 million for growth. It brings the company closer to its aim to raise $1.35 billion for both vehicles.

Atomico was founded in 2006 by Skype founder Niklas Zennström and has backed over 130 startups. Its investments include companies like Lilium, Klarna, Medwise, Hinge Health, and unicorn DeepL. Its exits include Truecaller, Lilium, and Clutter.",Skype founder's VC firm Atomico secures $1.1B amidst economic ...
1155,https://fintech.global/2023/09/22/nomad-secures-61m-in-largest-investment-for-latam-financial-startup-this-year/,"Brazilian neobank Nomad has secured $61m in its Series B funding round, to bring in the largest investment for a LatAm financial startup this year.

The firm’s value has now risen to 1.8 billion reais ($361.49m), as a result of the round which was led by Tiger Global Management, also featured the participation of Nomad’s current investors: Stripes, Monashees, Spark Capital, Propel, Globo Ventures and Abstract.",Nomad secures $61m in largest investment for LatAm financial startup this year
1162,https://siliconcanals.com/news/startups/atomico-bags-1-04b/,"London-based Atomico, a venture capital firm, announced on Tuesday that it has raised $1.1B (approximately €1.04B) in a funding round to invest in startups.

The VC managed to secure the new capital across its newly established venture and growth funds, according to US regulatory filings, reports FT.

The latest capital infusion brings Atomico close to its goal of securing $1.35B (approximately €1.28B) for both investment vehicles.",Atomico bags €1.04B amid VC funding drought in Europe
